userName,score,at,content,clean_teks,polarity_score,polarity
Aji Sepuh,1,2023-09-25 11:57:01,"Setelah update beberapa waktu yang lalu, TikTok semakin berat untuk di jalankan. Hp saya RAM tersisan 3.6gb, belum juga masuk ke aplikasi TikTok, TikTok ini sudah menggunakan 3gb lebih RAM saya. Itupun aplikasinya belum terbuka/bisa saya gunakan. Jadi tolong diperbaiki, sekiranya ada sesuatu yang tidak perlu/tidak penting"" banget ada di TikTok, sebiaknya dihilangkan saja.","['', 'terbaru', 'beberapa', 'waktu', '', 'lalu', 'tiktok', 'makin', 'berat', '', '', 'jalan', 'seluler', '', 'ram', 'sis', 'gb', '', '', 'masuk', '', 'aplikasi', 'tiktok', 'tiktok', '', '', 'guna', 'gb', 'lebih', 'ram', '', 'itu', 'aplikasi', '', 'terbukabisa', '', 'guna', 'jadi', '', 'baik', 'sekira', '', '', '', '', 'perlutidak', 'penting', 'banget', '', '', 'tiktok', 'biak', 'hilang', '']",9,positive
Layerscake_,1,2023-10-28 12:36:49,"Konten video sama diposting dua kali dengan perbedaannya menghilangkan sekian detik bagian depan video. Tetapi hasilnya satu bisa tayang satu dihapus kok bisa gitu? Videonya sama Lo, yg full bisa tayang, yg diedit dihilangkan sebagian dihapus??? Aneh banget, min yg ngecek video lagi ada masalah apa sih????? Bukti screenshot sudah saya kirim via apps","['konten', 'video', 'sama', 'diposting', '', 'kali', '', 'beda', 'hilang', 'sekian', 'detik', 'bagi', 'depan', 'video', '', 'hasil', 'satu', '', 'tayang', 'satu', 'hapus', 'kok', '', 'gitu', 'video', 'sama', 'kamu', 'yang', 'penuh', '', 'tayang', 'yang', 'edit', 'hilang', 'bagi', 'hapus', 'aneh', 'banget', 'min', 'yang', 'cek', 'video', '', '', 'masalah', 'apa', 'sih', 'bukti', 'screenshot', '', '', 'kirim', 'melalui', 'aplikasi']",-1,negative
Aku Cantikkan,1,2023-11-11 19:21:47,Ketika melihat postingan orang lain foto sering hitam (foto tidak terlihat hanya gambar hitam saja dengan lambang tiktok)... Aplikasi kadang keluar sendiri.. banyak bug.. konten-konten banyak yang tidak bermanfaat..,"['', 'lihat', 'postingan', 'orang', '', 'foto', 'sering', 'hitam', 'foto', '', 'lihat', '', 'gambar', 'hitam', '', '', 'lambang', 'tiktok', 'aplikasi', 'kadang', 'keluar', 'sendiri', 'banyak', 'bug', 'kontenkonten', 'banyak', '', '', 'manfaat']",10,positive
Irma Wiji astuti,3,2023-09-24 22:53:57,"TOLONG DI PERBAIKI DAN D PERHATIKAN . Akhir2 ini tiktok sering update. Juga kadang error .g bisa kebuka lah. Cuma muncul logo kadang tidak menanggapi hal tersebut mempengaruhi aplikasi lain jadi ngeleg. Ngebug. Patah2 lelet ,sudah banyak yg mengeluh jadi mohon buat management tiktok tolong di tindak lanjuti","['', '', 'baik', '', 'di', 'perhati', 'akhir', '', 'tiktok', 'sering', 'terbaru', '', 'kadang', 'error', 'g', '', 'buka', 'lah', 'cuma', 'muncul', 'logo', 'kadang', '', 'tanggap', '', 'sebut', 'pengaruh', 'aplikasi', '', 'jadi', 'lelet', 'bug', 'patah', 'lambat', '', 'banyak', 'yang', 'keluh', 'jadi', 'mohon', 'buat', 'management', 'tiktok', '', '', 'tindak', 'lanjut']",16,positive
fadhilah_,5,2023-11-24 11:27:36,"Aplikasi ini sangat bagus ya, mudah digunakan dan memberikan rasa nyaman ketika menonton video, Aplikasi ini sangat tertata rapi dan bisa dibilang sangatlah pleksibel dan ditunjang dengan berbagai fitur fitur terbaik dalam hal pemutar video,","['aplikasi', '', 'sangat', 'bagus', '', 'mudah', 'guna', '', 'beri', 'rasa', 'nyaman', '', 'tonton', 'video', 'aplikasi', '', 'sangat', 'tata', 'rapi', '', '', 'bilang', 'sangat', 'pleksibel', '', 'tunjang', '', 'bagai', 'fitur', 'fitur', 'baik', '', '', 'putar', 'video']",20,positive
Rizky Maulana,1,2023-11-15 19:27:21,"Ini tiktok kenapa sih semakin di update makin berat aplikasinya,baru masuk ke aplikasi nya lama banget malah nge stuck dilogo?aplikasinya menyebabkan lag,stuck dilogo,force close,kadang suka log out sendiri?tolong diperbaiki!!!!!!!!!!!!!","['', 'tiktok', '', 'sih', 'makin', '', 'terbaru', 'makin', 'berat', 'aplikasinyabaru', 'masuk', '', 'aplikasi', 'nya', 'lama', 'banget', 'bahkan', 'nge', 'stuck', 'dilogoaplikasinya', 'sebab', 'lagstuck', 'dilogoforce', 'closekadang', 'suka', 'log', 'keluar', 'sendiritolong', 'baik']",6,positive
Rika,3,2023-10-11 05:05:44,"Tiktok sekarang terasa beda banget sama yang dulu,kenapa jadi beda?,karna sering terjadi bug dan ngedownload nya lama banget,kadang pas udah mau selesai main tiktok pasti ngeleg kalo mau keluar dari aplikasinya. Jadi mohon diperbaiki,sekian terimakasih😁🙏","['tiktok', 'sekarang', 'asa', 'beda', 'banget', 'sama', '', 'dulukenapa', 'jadi', 'bedakarna', 'sering', 'jadi', 'bug', '', 'ngedownload', 'nya', 'lama', 'bangetkadang', 'pas', 'sudah', 'mau', 'selesai', 'main', 'tiktok', '', 'lelet', 'kalau', 'mau', 'keluar', '', 'aplikasi', 'jadi', 'mohon', 'diperbaikisekian', 'terima kasih']",25,positive
Firman Moulana,1,2023-10-10 10:46:39,"Setelah beberapa update,aplikasi ini sangat berat untuk hp yg speknya di bawah rata2,sama sekali tidak merakyat,stiap kali buka slalu penuh dengan bug,dan salalu kluar sendiri,padahal jaringan kuat,tolong segera di perbaiki.jngan sampe performanya menurun karna banyak keluhan2 dari pengguna aplikasi ini..","['', 'beberapa', 'updateaplikasi', '', 'sangat', 'berat', '', 'seluler', 'yang', 'speknya', '', 'bawah', 'ratasama', 'sekali', '', 'merakyatstiap', 'kali', 'buka', 'selalu', 'penuh', '', 'bugdan', 'salalu', 'keluar', 'sendiripadahal', 'jaringan', 'kuattolong', 'segera', '', 'perbaikijngan', 'sampai', 'performa', 'turun', 'karena', 'banyak', 'keluh', '', 'guna', 'aplikasi', '']",3,positive
Rere Aja,1,2023-09-08 21:14:53,"Tolong tingkatkan lagi kapasitasnya, setelah saya update bukannya makin bagus dan makin enak di gunakan malah makin ngelag, membuat HP cepat panas, boros batre, dan terlebih lagi gak bisa di buka tiktok nya. Setelah membuka tiktok ngelag nya sampai ke aplikasi lain juga, seperti mengandung virus","['', 'tingkat', '', 'kapasitas', '', '', 'terbaru', 'bukan', 'makin', 'bagus', '', 'makin', 'enak', '', 'guna', 'bahkan', 'makin', 'lelet', 'buat', 'seluler', 'cepat', 'panas', 'boros', 'baterai', '', 'lebih', '', 'gak', '', '', 'buka', 'tiktok', 'nya', '', 'buka', 'tiktok', 'lelet', 'nya', '', '', 'aplikasi', '', '', '', 'kandung', 'virus']",22,positive
09.Fransiska Marsya Ardiani_7E,3,2023-09-22 15:24:30,"Sebenernya apk nya bagus, banyak hal positif yang bisa aku tiru dan hal baru yg bisa aku coba tapi menurutku apk nya rumayan berat. Saat aku scrool tiktok kadang terjadi bug apalagi saat aku ingin post foto/video ngelag parah si. Mungkin untuk developer bisa diperbaiki lagi. Terimakasih 🙏🏻🙏🏻","['sebenarnya', 'aplikasi', 'nya', 'bagus', 'banyak', '', 'positif', '', '', 'aku', 'tiru', '', '', 'baru', 'yang', '', 'aku', 'coba', '', 'turut', 'aplikasi', 'nya', 'rumayan', 'berat', '', 'aku', 'scrool', 'tiktok', 'kadang', 'jadi', 'bug', '', '', 'aku', '', 'surat', 'fotovideo', 'lelet', 'parah', 'si', 'mungkin', '', 'developer', '', 'baik', '', 'terima kasih']",13,positive
Saikhatul Kanafah,1,2023-11-12 13:09:12,Setelah di upgrade kenapa kalo mau di buka sering lama munculnya terus kalo mau scroll ke bawah²nya lagi suka susah tiba² lag sering keluar sendiri aplikasinya padahal ram masii banyakk lebih enak di pakai yg dulu. Tolong dong di perbaiki aplikasinya di upgrade bukanya semakin baik semakin meningkat tapi malah semakin menurun ini 🙏🏻,"['', '', 'meningkatkan', '', 'kalau', 'mau', '', 'buka', 'sering', 'lama', 'muncul', 'terus', 'kalau', 'mau', 'scroll', '', 'bawah nya', '', 'suka', 'susah', 'tiba', 'lag', 'sering', 'keluar', 'sendiri', 'aplikasi', 'padahal', 'ram', 'masii', 'banyakk', 'lebih', 'enak', '', 'pakai', 'yang', 'dulu', '', 'dong', '', 'baik', 'aplikasi', '', 'meningkatkan', 'buka', 'makin', 'baik', 'makin', 'tingkat', '', 'bahkan', 'makin', 'turun', '']",18,positive
Jefry Agustinus Alexander,1,2023-10-29 00:13:20,"fitur unggah Stories sering hilang. Muncul hanya ketika memulai kembali dari awal, seperti misalnya hapus cache dan memory, juga setelah meng-instal ulang aplikasi. Tolong perbaiki fitur storie yang sering tidak dapat digunakan tersebut demi kenyamanan pengguna dan variasi pengunggahan konten","['fitur', 'unggah', 'stories', 'sering', 'hilang', 'muncul', '', '', 'mulai', '', '', 'awal', '', 'misal', 'hapus', 'cache', '', 'memory', '', '', 'menginstal', 'ulang', 'aplikasi', '', 'baik', 'fitur', 'storie', '', 'sering', '', '', 'guna', 'sebut', '', 'nyaman', 'guna', '', 'variasi', 'unggah', 'konten']",15,positive
Irena Viranza,2,2023-10-08 19:38:38,"gajelas,kalo mau buka apl nya suka susah ngebug Mulu,udh gtu fitur repost kadang"" muncul,kadang"" ilang. pokoknya tik tok dri pertengahan bulan September sampe akhir"" ini ngebug Mulu, jdi pengen uninstall aja bawaan nya!!! udh gtu kalo belum update gabisa buka apl !!!😡😡😡😡","['gajelaskalo', 'mau', 'buka', 'aplikasi', 'nya', 'suka', 'susah', 'bug', 'muluudh', 'gtu', 'fitur', 'repost', 'kadang', 'munculkadang', 'hilang', 'pokok', 'tik', 'tok', 'dari', 'tengah', 'bulan', 'september', 'sampai', 'akhir', '', 'bug', 'melulu', 'jadi', 'ken', 'copot', 'saja', 'bawa', 'nya', 'udh', 'gtu', 'kalau', '', 'terbaru', 'tidak bisa', 'buka', 'aplikasi']",12,positive
Fendi Arjuna Rifaldo,1,2023-10-08 12:29:04,"Saya kecewa sama ini aplikasi. Setiap posting vidio ke tik tok pasti blur/buruk, padahal vidio aslinya sudah sangat stabil/HD, tapi kenapa setiap di post ke tik tok jadi blur/buruk. Tolong kerjasamanya di perbaiki terimakasih🙏","['', 'kecewa', 'sama', '', 'aplikasi', '', 'posting', 'vidio', '', 'tik', 'tok', '', 'blurburuk', 'padahal', 'vidio', 'asli', '', 'sangat', 'stabilhd', '', '', '', '', 'surat', '', 'tik', 'tok', 'jadi', 'blurburuk', '', 'kerjasamanya', '', 'baik', 'terima kasih']",13,positive
keisha nuri,1,2023-09-22 14:34:49,"Tak kira tiktok'ku sendiri yang sering error' ternyata temen² jg banyak yang ngalamin, tiktok gak bisa disa , cuma terlihat logo tiktok saja, sudah di update tapi tetap saja sama, harus di download ulang, dan sudah berkali² terjadi,,tolong di perhatikan dan di perbaiki sistemnya, sebagai konten kreator hal ini membuat sangat tidak nyaman 🙏","['tidak', 'kira', 'tiktokku', 'sendiri', '', 'sering', 'error', 'nyata', 'teman', 'juga', 'banyak', '', 'mengalami', 'tiktok', 'gak', '', 'disa', 'cuma', 'lihat', 'logo', 'tiktok', '', '', '', 'terbaru', '', 'tetap', '', 'sama', '', '', 'unduh', 'ulang', '', '', 'kali', 'terjaditolong', '', 'perhati', '', '', 'baik', 'sistem', '', 'konten', 'kreator', '', '', 'buat', 'sangat', '', 'nyaman']",19,positive
Febrian Maulan,1,2023-11-01 15:42:54,"Tik tok skrg sering bgt bug jika dibuka yang menyebabkan hp sy jadi restart sendiri, pdhl kapasitas ram masih banyak, sehingga sy harus uninstall tik tok dan download ulang lgi. Tolong ya, ini menganggu sekali bagi pengguna. Bukannya malah baik setelah di upgrade tapi malah bikin jengkel. Mohon diperbaiki","['tik', 'tok', 'sekarang', 'sering', 'banget', 'bug', '', 'buka', '', 'sebab', 'seluler', 'saya', 'jadi', 'restart', 'sendiri', 'padahal', 'kapasitas', 'ram', '', 'banyak', '', 'saya', '', 'copot', 'tik', 'tok', '', 'unduh', 'ulang', 'lagi', '', '', '', 'ganggu', 'sekali', '', 'guna', 'bukan', 'bahkan', 'baik', '', '', 'meningkatkan', '', 'bahkan', 'bikin', 'jengkel', 'mohon', 'baik']",2,positive
navila belle,2,2023-10-19 07:13:14,"subtitle terjemah di tiktok sekarang ilang, dan harus di aktifkan secara manual, honestly, para pengguna tiktok lebih suka tiktok yang subtitle terjemah-nya seperti dulu, jangan yang seperti sekarang, yang harus di aktifkan secara manual, walaupun itu simple cara aktifkan-nya, tapi itu ribet. please tiktok, jangan terlalu banyak update, kalau mau sekaligus saja, dari pada sedikit sedikit, malah kayak ribet banget.","['subtitle', 'terjemah', '', 'tiktok', 'sekarang', 'hilang', '', '', '', 'aktif', '', 'manual', 'honestly', '', 'guna', 'tiktok', 'lebih', 'suka', 'tiktok', '', 'subtitle', 'terjemah', '', 'dulu', 'jangan', '', '', 'sekarang', '', '', '', 'aktif', '', 'manual', 'walaupun', '', 'sederhana', 'cara', 'aktif', '', '', 'ribet', 'tolong', 'tiktok', 'jangan', 'terlalu', 'banyak', 'terbaru', 'kalau', 'mau', 'sekaligus', '', '', '', 'sedikit', 'sedikit', 'bahkan', 'kayak', 'ribet', 'banget']",-2,negative
S.I Kolondam,1,2023-09-23 07:50:12,"Saya pengguna apk ini dari thn 2018. Abis upgrade, setelah buka apk tiktok hp jadi lemot, padahal hp RAM 6GB. Buka tiktok saja sampe 5,4 GB. Terus membuat apk yg lain jadi lemot juga. Hp nge-freeze sampe berjam2. Kirain hp-nya yg rusak ternyata aplikasinya yg makan ram sampe segitu parahnya 😖","['', 'guna', 'aplikasi', '', '', 'tahun', 'habis', 'meningkatkan', '', 'buka', 'aplikasi', 'tiktok', 'seluler', 'jadi', 'lot', 'padahal', 'seluler', 'ram', 'gb', 'buka', 'tiktok', '', 'sampai', 'gb', 'terus', 'buat', 'aplikasi', 'yang', '', 'jadi', 'lot', '', 'seluler', 'ngefreeze', 'sampai', 'jam', 'kira', 'hpnya', 'yang', 'rusak', 'nyata', 'aplikasi', 'yang', 'makan', 'ram', 'sampai', 'segitu', 'parah']",-20,negative
yuni astika,1,2023-10-29 03:30:46,"Tiktok skrng , smakin di upgrade smakin menurun kualitas aplikasi nya . Sring nge bug , aplagi pas di awal buka aplikasi ! Sngt memakan waktu utk mengklik opsi apapun di dlm nya. Pdhal ram masih banyak . Kdng kalau mau buka Tiktok, cuma stuck di logo nya aja , yg mengharuskan uninstall trus di download lagi . Tolong dibantu kualitas aplikasi nya , supaya pengguna nyaman . Terimakasih","['tiktok', 'sekarang', 'semakin', '', 'meningkatkan', 'semakin', 'turun', 'kualitas', 'aplikasi', 'nya', 'sring', 'nge', 'bug', 'aplagi', 'pas', '', 'awal', 'buka', 'aplikasi', 'sangat', 'makan', 'waktu', 'untuk', 'klik', 'opsi', 'apa', '', 'dlm', 'nya', 'padahal', 'ram', '', 'banyak', 'kdng', 'kalau', 'mau', 'buka', 'tiktok', 'cuma', 'stuck', '', 'logo', 'nya', 'saja', 'yang', 'harus', 'copot', 'terus', '', 'unduh', '', '', 'bantu', 'kualitas', 'aplikasi', 'nya', '', 'guna', 'nyaman', 'terima kasih']",18,positive
Bambang Yunianto,1,2023-10-15 07:12:21,"Saya kira hp saya yang sudah usang tp ternyata banyak ulasan teman² mengalami hal yang sama, tiba² ngelag yang tadi nya ram nya sisa 2 gb an ketika buka tiktok langsung habis dan hp nge freeze. Terlalu banyak makan ram. Saya ketika ingin buka tiktok ngebela2in utk uninstall dlu baru download lg. Biar gak stuck di logo tiktok. Hmmm Tiktok ini sudah mendunia, jadi fikirkan lah baik2 apa saja yang ingin di upgrade. Jangan malah menjadi aplikasi yang berat yang tidak ramah di berbagai ponsel.","['', 'kira', 'seluler', '', '', '', 'usang', 'tapi', 'nyata', 'banyak', 'ulas', 'teman', 'alami', '', '', 'sama', 'tiba', 'lelet', '', 'tadi', 'nya', 'ram', 'nya', 'sisa', 'gb', 'an', '', 'buka', 'tiktok', 'langsung', 'habis', '', 'seluler', 'nge', 'freeze', 'terlalu', 'banyak', 'makan', 'ram', '', '', '', 'buka', 'tiktok', 'ngebelain', 'untuk', 'copot', 'dulu', 'baru', 'unduh', 'lagi', 'biar', 'gak', 'stuck', '', 'logo', 'tiktok', 'hmmm', 'tiktok', '', '', 'dunia', 'jadi', 'fikirkan', 'lah', 'baik', 'apa', '', '', '', '', 'meningkatkan', 'jangan', 'bahkan', 'jadi', 'aplikasi', '', 'berat', '', '', 'ramah', '', 'bagai', 'ponsel']",12,positive
Zahra Cattleya Sahroni,1,2023-10-31 14:31:25,"Kenapa setelah di update malah gak bisa di buka tiktok nya? Cuman logo nya doang yang muncul. Terus pasti hp langsung lag klo udh kyk gitu. Cape banget harus hapus download hapus download terus setiap mau nonton tiktok. Padahal memo masih cukup, ram nya juga masih ok, tapi selalu aja gini. 😔","['', '', '', 'terbaru', 'bahkan', 'gak', '', '', 'buka', 'tiktok', 'nya', 'cuman', 'logo', 'nya', 'doang', '', 'muncul', 'terus', '', 'seluler', 'langsung', 'lag', 'kalau', 'udh', 'seperti', 'gitu', 'capek', 'banget', '', 'hapus', 'unduh', 'hapus', 'unduh', 'terus', '', 'mau', 'nonton', 'tiktok', 'padahal', 'memo', '', 'cukup', 'ram', 'nya', '', '', '', '', 'selalu', 'saja', 'gin']",5,positive
Ofiy,1,2023-09-22 16:37:04,"Kenapa tiktok sering nge update dirinya terus. Kayak, kemarin udh update sekarang update lagi. Mana susah di buka. Cuma gambar logo terus dari tadi. Kadang juga nge lag trs. Jaringan sinyal wifi sama seluler lancar padahal. Mohon untuk di perbaiki","['', 'tiktok', 'sering', 'nge', 'terbaru', 'diri', 'terus', 'kayak', 'kemarin', 'udh', 'terbaru', 'sekarang', 'terbaru', '', 'mana', 'susah', '', 'buka', 'cuma', 'gambar', 'logo', 'terus', '', 'tadi', 'kadang', '', 'nge', 'lag', 'terus', 'jaringan', 'sinyal', 'wifi', 'sama', 'seluler', 'lancar', 'padahal', 'mohon', '', '', 'baik']",28,positive
